word	pinyin	definition	pos	sentence	translation
男	nan2	man, male	Noun	男の人が私たちに話しかけた。	This guy began talking to us.
大人	da4, dai4, ren2	adult	Noun	お酒は大人になってから。	You can drink alcohol when you're an adult.
お願い	yuan4	favor	Verbal Noun	お願いがあります。	I have a favor to ask.
女	nu:3, ru3	woman, girl	Noun	店員は若い女の人でした。	The salesclerk was a young woman.
金	jin1	money	Noun	これはかなり金がかかった。	This cost quite a bit of money.
彼	bi3	he, one's boyfriend	Noun	彼は私の上司です。	He's my senior.
昨日	zuo2, ri4	yesterday	Noun	昨日、友達に会った。	I met a friend yesterday.
奇麗	qi2, ji1, li4, li2	beautiful	Adjectival Noun	彼女はとても奇麗だ。	She's very beautiful.
口	kou3	mouth	Noun	口を大きく開けてください。	Open wide, please.
五	wu3	five	Noun	五人で旅行に行きました。	Five of us went on a trip.
九日	jiu3, ri4	nine days, 9th of the month	Noun	九日に荷物が届きます。	The package will arrive on the ninth.
九つ	jiu3	nine (things)	Noun	娘は明日九つになります。	My daughter's turning nine tomorrow.
答える	da2, da1	answer, reply	Verb	私の質問に答えてください。	Please answer my question.
先	xian1	ahead, first	Noun	お先にどうぞ。	Please go ahead.
寒い	han2	cold (temperature of the air)	Adjective	この部屋は寒いです。	It's cold in this room.
四	si4	four	Noun	四月に大学に入学しました。	I entered my university in April.
下	xia4	under, below	Noun	財布は机の下にあった。	My purse was under the desk.
大丈夫	da4, dai4, zhang4, fu1, fu2	alright, OK	Adjectival Noun	大丈夫ですか。	Are you OK?
出す	chu1	take out	Verb	彼はかばんから教科書を出した。	He took the textbook out of his bag.
小さい	xiao3	small	Adjective	小さい花が咲いています。	Small flowers are blooming.
父	fu4, fu3	(speaker's)father	Noun	私は父が大好きです。	I love my father.
一日	yi1, ri4	1st of the month	Noun	来月の一日は空いていますか。	Are you free on the 1st of next month?
月	yue4	moon	Noun	今夜は月がとてもきれいです。	The moon looks so beautiful tonight.
妻	qi1, qi4	wife	Noun	今日は妻の誕生日だ。	It's my wife's birthday today.
冷たい	leng3	cold (things, touch)	Adjective	冷たい飲み物をください。	Please give me a cold drink.
手	shou3	hand	Noun	分かった人は手を上げてください。	Please raise your hand if you understand.
十日	shi2, ri4	ten days, 10th of the month	Noun	十日後に帰ります。	I'll come home in ten days.
時々	shi2	sometimes	Adverb	彼は時々遅刻します。	He's sometimes late.
夏	xia4, jia3	summer	Noun	私は夏が大好き。	I just love summer.
七つ	qi1	seven (things)	Noun	この子は今年七つになります。	Our kid's turning seven this year.
何	he2, he4	what, which	Noun	夕食には何を食べたいですか。	What would you like for supper?
七日	qi1, ri4	seven days, 7th of the month	Noun	先月の七日に孫が生まれました。	My grandchild was born on the seventh of last month.
母	mu3	(speaker's)mother	Noun	昨日、母と話をしました。	I talked to my mother yesterday.
人	ren2	person	Noun	彼は優しい人です。	He's a nice guy.
一人	yi1, ren2	one, one person	Noun	そこには私一人しかいなかった。	I was the only one there.
百	bai3, bo2	hundred	Noun	私の祖母は百才です。	My grandmother is 100 years old.
方	fang1	direction, side	Noun	彼は私の方を見ました。	He looked at me.
他	ta1	other	Noun	他に方法がありません。	There's no other way.
僕	pu2, pu1	I (young male)	Noun	僕は学生です。	I'm a student.
欲しい	yu4	want, desire	Adjective	僕は新しい靴が欲しいです。	I want new shoes.
万	wan4, mo4	ten thousand	Noun	この靴は1万円です。	These shoes are ten thousand yen.
見える	jian4, xian4	be visible	Verb	ここから富士山がよく見えます。	You can see Mount Fuji well from here.
店	dian4	shop, store	Noun	私はこの店によく来ます。	I come to this store quite often.
道	dao4	road, street	Noun	この道を真っ直ぐ行くと駅です。	Go straight along this road to get to the station.
目	mu4	eye	Noun	彼女は青い目をしています。	She has blue eyes.
八つ	ba1, ba2	eight (things)	Noun	あの家には時計が八つあります。	There are eight clocks in that house.
止める	zhi3	stop, give up, abolish	Verb	話すのを止めてください。	Stop talking, please.
四日	si4, ri4	four days, 4th of the month	Noun	新学期は来月の四日からです。	The new school term starts on the fourth of next month.
夜	ye4	night (from sunset to sunrise)	Noun	きのうの夜は家にいました。	I was at home last night.
四	si4	four	Noun	ハワイは四回目です。	This is my fourth trip to Hawaii.
来年	lai2, nian2	next year	Noun	来年一緒に旅行しましょう。	Let's travel together next year.
六	liu4, lu4	six	Noun	彼には子供が六人います。	He has six children.
悪い	e4, e3, wu4	bad	Adjective	たばこは体に悪い。	Cigarettes are bad for your health.
お手洗い	shou3, xi3	toilet, bathroom	Noun	お手洗いはどこですか。	Where's the bathroom?
ご主人	zhu3, ren2	(your) husband	Noun	ご主人はお元気ですか。	How is your husband?
本当に	ben3, dang1, dang4	really, truly	Adverb	あなたが本当に好きです。	I really like you.
自分	zi4, fen1, fen4	self, oneself	Noun	宿題は自分でやりなさい。	Do your homework by yourself.
なる		become	Verb	柿の木に実がたくさんなっています。	A lot of fruit is ripening on the persimmon tree.
ため		sake, purpose	Noun	これは医者のためのサイトです。	This is a site for doctors.
円	yuan2	yen	Noun	カレーライスは700円です。	The curry and rice is 700 yen.
場合	chang2, chang3, he2	situation, case	Noun	分からない場合は私に聞いてください。	Please ask me if you don't understand.
休む	xiu1	take a day off, take a break	Verb	明日、会社を休みます。	I'm off work tomorrow.
見つかる	jian4, xian4	be found, be caught	Verb	メガネが見つかりません。	I can't find my glasses.
問題	wen4, ti2	problem, question	Noun	問題が一つあります。	There's one problem.
開発	kai1, fa1	development	Verbal Noun	ダムの開発に住民は反対しています。	The residents are against the development of the dam.
事件	shi4, jian4	affair, case	Noun	その事件の犯人はまだ捕まっていない。	The perpetrator of the incident hasn't been caught yet.
必要	bi4, yao4, yao1	need, necessity	Adjectival Noun	私にはたくさんのお金が必要だ。	I need a lot of money.
企業	qi3, qi4, ye4	corporation, business	Noun	彼女はアメリカの企業で働いています。	She works in an American company.
行う	xing2, hang2, hang4, xing4	do, carry out	Verb	その会社は来月、キャンペーンを行う。	That company is going to run a campaign next month.
現在	xian4, zai4	the present, present time	Noun	現在の気温は30度です。	The current temperature is 30 degrees.
利用	li4, yong4	utilization, usage	Verbal Noun	私はよく図書館を利用します。	I often use the library.
首相	shou3, xiang1, xiang4	prime minister	Noun	今の首相はあまり力がない。	The current Prime Minister doesn't have much power.
持つ	chi2	maintain, last long	Verb	この車はよく持っているね。	This car has lasted a long time.
政府	zheng4, fu3	government, administration	Noun	そのデモについて政府は何もしなかった。	The government didn't do anything about the demonstration.
発表	fa1, biao3	announcement	Verbal Noun	合格者が発表された。	Those who passed were announced.
開く	kai1	open	Verb	電車のドアが開きました。	The train door opened.
受ける	shou4	receive, accept	Verb	彼は就職試験を受けた。	He took an exam to apply for a job.
より		more, further	Adverb	これから、より一層努力します。	I'll work that much harder from now.
昨年	zuo2, nian2	last year	Noun	昨年は地震が多い年でした。	Last year there were a lot of earthquakes.
情報	qing2, bao4	information	Noun	学生たちはインターネットでいろいろな情報を集めた。	The students gathered all kinds of information on the Internet.
示す	shi4	show, indicate	Verb	彼は新製品に興味を示している。	He's showing interest in the new product.
建設	jian4, she4	construction, building	Verbal Noun	新しいビルの建設が始まった。	Construction began on the new building.
販売	fan4, mai4	sale, selling	Verbal Noun	前売券は窓口で販売しています。	Advance tickets are being sold at the ticket window.
治る	zhi4	be cured, get well	Verb	けがはもう治りましたか。	Is your injury better yet?
機能	ji1, neng2	function, feature	Verbal Noun	このソフトにはいろいろな機能があります。	This software has a lot of various features.
研究	yan2, yan4, jiu4, jiu1	research, study	Verbal Noun	彼は何年も地震の研究をしている。	He's been researching earthquakes for many years.
一方	yi1, fang1	one way	Noun	ここは一方通行です。	This is a one-way street.
ドル		dollar	Noun	この服は300ドルしました。	These clothes cost 300 dollars.
システム		system	Noun	全てのシステムが停止した。	All systems have stopped.
頃	qing3, qing1	time	Noun	子供の頃、よくその公園で遊んだ。	I often played in that park when I was a kid.
対する	dui4	face, be in response to	Verb	その質問に対する答えが見つからなかった。	I couldn't find an answer to that question.
方法	fang1, fa3, fa4	method, procedure	Noun	いい方法を思いつきました。	We hit on a good method.
以上	yi3, shang4, shang3	not less than, more than	Noun	飛行機が1時間以上遅れた。	The plane arrived over an hour late.
最近	zui4, jin4	late, recent	Noun	それは最近話題の本ですね。	That's the book that people have been talking about lately.
今後	jin1, hou4	after this, in the future	Noun	今後ともよろしくお願いします。	I look forward to working with you in the future.
世界	shi4, jie4	world	Noun	私は世界旅行をしたい。	I want to travel around the world.
用いる	yong4	use, make use of	Verb	彼はその詩を用いて自分の気持ちを伝えた。	He conveyed his feelings through poetry.
語る	yu3, yu4	tell, talk	Verb	今夜は大いに語りましょう。	Let's talk about everything tonight.
コンピューター		computer	Noun	新しいコンピューターを買った。	I bought a new computer.
中心	zhong1, zhong4, xin1	center, middle	Noun	ここが建物の中心です。	This is the center of the building.
やる		give (to an inferior)	Verb	犬にえさをやった。	I fed the dog.
意味	yi4, wei4	meaning, significance	Noun	それはどういう意味ですか。	What does that mean?
計画	ji4, hua4	plan, project	Verbal Noun	彼は一人旅の計画を立てた。	He planned a journey alone.
影響	ying3, xiang3	influence, effect	Verbal Noun	私は彼から大きな影響を受けました。	I was deeply influenced by him.
増える	zeng1	increase, accrue	Verb	この町は人口が増えた。	The population has increased in this town.
選ぶ	xuan3	choose, elect	Verb	良い家を選ぶのは難しい。	It's difficult to choose a good house.
経済	jing1, jing4, ji4	economy, economics	Noun	大学で経済を勉強しました。	I studied economics in college.
導入	dao3, dao4, ru4	introduction	Verbal Noun	会社で新しいシステムを導入した。	A new system was introduced in the company.
